id,title,author,date,views,likes,link
2735,An interview with the founders of Black Lives Matter,Alicia Garza, Patrisse Cullors and Opal Tometi,October 2016,1400000,42000,https://ted.com/talks/alicia_garza_patrisse_cullors_and_opal_tometi_an_interview_with_the_founders_of_black_lives_matter
2736,Can machines read your emotions?,Kostas Karpouzis,November 2016,312000,9300,https://ted.com/talks/kostas_karpouzis_can_machines_read_your_emotions
2737,We need nuclear power to solve climate change,Joe Lassiter,June 2016,1200000,36000,https://ted.com/talks/joe_lassiter_we_need_nuclear_power_to_solve_climate_change
2738,What's the fastest way to alphabetize your bookshelf?,Chand John,November 2016,3400000,104000,https://ted.com/talks/chand_john_what_s_the_fastest_way_to_alphabetize_your_bookshelf
2739,How to speak up for yourself,Adam Galinsky,September 2016,7100000,214000,https://ted.com/talks/adam_galinsky_how_to_speak_up_for_yourself
2740,What will humans look like in 100 years?,Juan Enriquez,June 2016,3200000,96000,https://ted.com/talks/juan_enriquez_what_will_humans_look_like_in_100_years
2741,A political party for women's equality,Sandi Toksvig,October 2016,972000,29000,https://ted.com/talks/sandi_toksvig_a_political_party_for_women_s_equality
2742,Why do we feel nostalgia?,Clay Routledge,November 2016,1600000,48000,https://ted.com/talks/clay_routledge_why_do_we_feel_nostalgia
2743,Math is the hidden secret to understanding the world,Roger Antonsen,January 2015,3700000,112000,https://ted.com/talks/roger_antonsen_math_is_the_hidden_secret_to_understanding_the_world
2744,Help for kids the education system ignores,Victor Rios,November 2015,1600000,49000,https://ted.com/talks/victor_rios_help_for_kids_the_education_system_ignores
2745,How do US Supreme Court justices get appointed?,Peter Paccone,November 2016,2000000,60000,https://ted.com/talks/peter_paccone_how_do_us_supreme_court_justices_get_appointed
2746,The playful wonderland behind great inventions,Steven Johnson,October 2016,1400000,44000,https://ted.com/talks/steven_johnson_the_playful_wonderland_behind_great_inventions
2747,How the blockchain will radically transform the economy,Bettina Warburg,June 2016,4400000,133000,https://ted.com/talks/bettina_warburg_how_the_blockchain_will_radically_transform_the_economy
2748,The urgency of intersectionality,Kimberlé Crenshaw,October 2016,5000000,150000,https://ted.com/talks/kimberle_crenshaw_the_urgency_of_intersectionality
2749,We train soldiers for war. Let's train them to come home, too,Hector Garcia,November 2015,1100000,34000,https://ted.com/talks/hector_garcia_we_train_soldiers_for_war_let_s_train_them_to_come_home_too
2750,Why do whales sing?,Stephanie Sardelis,November 2016,1200000,38000,https://ted.com/talks/stephanie_sardelis_why_do_whales_sing
2751,Easy DIY projects for kid engineers,Fawn Qiu,July 2016,1200000,38000,https://ted.com/talks/fawn_qiu_easy_diy_projects_for_kid_engineers
2752,Can a divided America heal?,Jonathan Haidt,November 2016,2200000,66000,https://ted.com/talks/jonathan_haidt_can_a_divided_america_heal
2753,Islamophobia killed my brother. Let's end the hate,Suzanne Barakat,October 2016,2000000,62000,https://ted.com/talks/suzanne_barakat_islamophobia_killed_my_brother_let_s_end_the_hate
2754,It's time for women to run for office,Halla Tómasdóttir,October 2016,1000000,32000,https://ted.com/talks/halla_tomasdottir_it_s_time_for_women_to_run_for_office
2755,"""Space Oddity""",Amanda Palmer, Jherek Bischoff, Usman Riaz,February 2016,779000,23000,https://ted.com/talks/amanda_palmer_jherek_bischoff_usman_riaz_space_oddity
2756,4 ways to build a human company in the age of machines,Tim Leberecht,June 2016,1600000,50000,https://ted.com/talks/tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines
2757,Your company's data could help end world hunger,Mallory Freeman,September 2016,1100000,34000,https://ted.com/talks/mallory_freeman_your_company_s_data_could_help_end_world_hunger
2758,How America's public schools keep kids in poverty,Kandice Sumner,November 2015,1800000,56000,https://ted.com/talks/kandice_sumner_how_america_s_public_schools_keep_kids_in_poverty
2759,Can you solve the river crossing riddle?,Lisa Winer,November 2016,6200000,188000,https://ted.com/talks/lisa_winer_can_you_solve_the_river_crossing_riddle
2760,Your smartphone is a civil rights issue,Christopher Soghoian,June 2016,1600000,49000,https://ted.com/talks/christopher_soghoian_your_smartphone_is_a_civil_rights_issue
2761,Enough with the fear of fat,Kelli Jean Drinkwater,May 2016,2000000,61000,https://ted.com/talks/kelli_jean_drinkwater_enough_with_the_fear_of_fat
2762,"""St. James Infirmary Blues""",Silk Road Ensemble + Rhiannon Giddens,February 2016,1000000,30000,https://ted.com/talks/silk_road_ensemble_rhiannon_giddens_st_james_infirmary_blues
2763,Everything you hear on film is a lie,Tasos Frantzolas,February 2016,1500000,46000,https://ted.com/talks/tasos_frantzolas_everything_you_hear_on_film_is_a_lie
2764,When goods cross borders, armies stay home,Romaine Seguin,September 2016,17000,511,https://ted.com/talks/romaine_seguin_when_goods_cross_borders_armies_stay_home
2765,Why animals in zoos need choice,Stephanie Braccini Slade,September 2016,26000,790,https://ted.com/talks/stephanie_braccini_slade_why_animals_in_zoos_need_choice
2766,What if we could address the unaddressable?,Mario Paluzzi,September 2016,13000,391,https://ted.com/talks/mario_paluzzi_what_if_we_could_address_the_unaddressable
2767,What if we used the problem as part of the solution?,Katie Francfort,September 2016,22000,662,https://ted.com/talks/katie_francfort_what_if_we_used_the_problem_as_part_of_the_solution
2768,Finding a new frequency,John Bidden,September 2016,6700,202,https://ted.com/talks/john_bidden_finding_a_new_frequency
2769,In defense of emojis,Jenna Schilstra,September 2016,48000,1400,https://ted.com/talks/jenna_schilstra_in_defense_of_emojis
2770,How to do more with less in healthcare,Jan Denecker,September 2016,42000,1200,https://ted.com/talks/jan_denecker_how_to_do_more_with_less_in_healthcare
2771,Rediscovering heritage through dance,Amelia Laytham,September 2016,20000,620,https://ted.com/talks/amelia_laytham_rediscovering_heritage_through_dance
2772,Can we end a culture of abandonment?,Monica Johnson,September 2016,34000,1000,https://ted.com/talks/monica_johnson_can_we_end_a_culture_of_abandonment
2773,How loss helped one artist find beauty in imperfection,Alyssa Monks,November 2015,1400000,43000,https://ted.com/talks/alyssa_monks_how_loss_helped_one_artist_find_beauty_in_imperfection
2774,How the US should use its superpower status,Ian Bremmer,September 2016,1000000,31000,https://ted.com/talks/ian_bremmer_how_the_us_should_use_its_superpower_status
2775,Plato's best (and worst) ideas,Wisecrack,October 2016,4099999,123000,https://ted.com/talks/wisecrack_plato_s_best_and_worst_ideas
2776,"Why should you listen to Vivaldi's ""Four Seasons""?",Betsy Schwarm,October 2016,4200000,128000,https://ted.com/talks/betsy_schwarm_why_should_you_listen_to_vivaldi_s_four_seasons
2777,What a driverless world could look like,Wanis Kabbaj,September 2016,4200000,126000,https://ted.com/talks/wanis_kabbaj_what_a_driverless_world_could_look_like
2778,The unexpected challenges of a country's first election,Philippa Neave,September 2016,915000,27000,https://ted.com/talks/philippa_neave_the_unexpected_challenges_of_a_country_s_first_election
2779,Inside the mind of a former radical jihadist,Manwar Ali,April 2016,2400000,72000,https://ted.com/talks/manwar_ali_inside_the_mind_of_a_former_radical_jihadist
2780,Machine intelligence makes human morals more important,Zeynep Tufekci,June 2016,1800000,54000,https://ted.com/talks/zeynep_tufekci_machine_intelligence_makes_human_morals_more_important
2781,A temporary tattoo that brings hospital care to the home,Todd Coleman,November 2015,1500000,45000,https://ted.com/talks/todd_coleman_a_temporary_tattoo_that_brings_hospital_care_to_the_home
2782,We've stopped trusting institutions and started trusting strangers,Rachel Botsman,June 2016,2000000,60000,https://ted.com/talks/rachel_botsman_we_ve_stopped_trusting_institutions_and_started_trusting_strangers
2783,What causes cavities?,Mel Rosenberg,October 2016,4600000,138000,https://ted.com/talks/mel_rosenberg_what_causes_cavities
2784,Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,November 2015,745000,22000,https://ted.com/talks/trevor_copp_and_jeff_fox_ballroom_dance_that_breaks_gender_roles
2785,5 ways to lead in an era of constant change,Jim Hemerling,May 2016,3000000,92000,https://ted.com/talks/jim_hemerling_5_ways_to_lead_in_an_era_of_constant_change
2786,Art can heal PTSD's invisible wounds,Melissa Walker,November 2015,1000000,32000,https://ted.com/talks/melissa_walker_art_can_heal_ptsd_s_invisible_wounds
2787,The beauty of what we'll never know,Pico Iyer,June 2016,1900000,58000,https://ted.com/talks/pico_iyer_the_beauty_of_what_we_ll_never_know
2788,How we talk about sexual assault online,Ione Wells,June 2016,1300000,39000,https://ted.com/talks/ione_wells_how_we_talk_about_sexual_assault_online
2789,4 reasons to learn a new language,John McWhorter,February 2016,5100000,153000,https://ted.com/talks/john_mcwhorter_4_reasons_to_learn_a_new_language
2790,Ideas worth dating,Rainn Wilson,May 2016,968000,29000,https://ted.com/talks/rainn_wilson_ideas_worth_dating
2791,3 tips to boost your confidence,Amy Adkins,October 2015,8300000,249000,https://ted.com/talks/amy_adkins_3_tips_to_boost_your_confidence
2792,What reality are you creating for yourself?,Isaac Lidsky,June 2016,3400000,104000,https://ted.com/talks/isaac_lidsky_what_reality_are_you_creating_for_yourself
2793,We can start winning the war against cancer,Adam de la Zerda,April 2016,1100000,34000,https://ted.com/talks/adam_de_la_zerda_we_can_start_winning_the_war_against_cancer
2794,Immigrant voices make democracy stronger,Sayu Bhojwani,September 2016,1000000,31000,https://ted.com/talks/sayu_bhojwani_immigrant_voices_make_democracy_stronger
2795,What you need to know about CRISPR,Ellen Jorgensen,June 2016,2200000,67000,https://ted.com/talks/ellen_jorgensen_what_you_need_to_know_about_crispr
2796,Can you solve the prisoner boxes riddle?,Yossi Elran,October 2016,9600000,288000,https://ted.com/talks/yossi_elran_can_you_solve_the_prisoner_boxes_riddle
2797,Technology hasn't changed love. Here's why,Helen Fisher,June 2016,2200000,68000,https://ted.com/talks/helen_fisher_technology_hasn_t_changed_love_here_s_why
2798,Can we build AI without losing control over it?,Sam Harris,June 2016,5700000,171000,https://ted.com/talks/sam_harris_can_we_build_ai_without_losing_control_over_it
2799,Could human civilization spread across the whole galaxy?,Roey Tzezana,September 2016,673000,20000,https://ted.com/talks/roey_tzezana_could_human_civilization_spread_across_the_whole_galaxy
2800,How we're harnessing nature's hidden superpowers,Oded Shoseyov,May 2016,1800000,55000,https://ted.com/talks/oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers
2801,A visual history of social dance in 25 moves,Camille A. Brown,June 2016,1500000,47000,https://ted.com/talks/camille_a_brown_a_visual_history_of_social_dance_in_25_moves
2802,America's forgotten working class,J.D. Vance,September 2016,2900000,87000,https://ted.com/talks/j_d_vance_america_s_forgotten_working_class
2803,We can fight terror without sacrificing our rights,Rebecca MacKinnon,June 2016,1100000,35000,https://ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights
2804,The era of personal DNA testing is here,Sebastian Kraves,May 2016,1200000,36000,https://ted.com/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here
2805,Why open a school? To close a prison,Nadia Lopez,November 2015,1400000,42000,https://ted.com/talks/nadia_lopez_why_open_a_school_to_close_a_prison
2806,How to use rhetoric to get what you want,Camille Langston,September 2016,2600000,80000,https://ted.com/talks/camille_langston_how_to_use_rhetoric_to_get_what_you_want
2807,Why you should know how much your coworkers get paid,David Burkus,January 2016,2100000,65000,https://ted.com/talks/david_burkus_why_you_should_know_how_much_your_coworkers_get_paid
2808,How do contraceptives work?,NWHunter,September 2016,1300000,40000,https://ted.com/talks/nwhunter_how_do_contraceptives_work
2809,There's no such thing as not voting,Eric Liu,September 2016,1000000,30000,https://ted.com/talks/eric_liu_there_s_no_such_thing_as_not_voting
2810,Why some people are more altruistic than others,Abigail Marsh,June 2016,2300000,71000,https://ted.com/talks/abigail_marsh_why_some_people_are_more_altruistic_than_others
2811,Architecture that's built to heal,Michael Murphy,February 2016,1700000,52000,https://ted.com/talks/michael_murphy_architecture_that_s_built_to_heal
2812,How fear of nuclear power is hurting the environment,Michael Shellenberger,June 2016,1700000,52000,https://ted.com/talks/michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment
2813,How to raise successful kids — without over-parenting,Julie Lythcott-Haims,November 2015,6400000,192000,https://ted.com/talks/julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting
2814,The future of money,Neha Narula,May 2016,2500000,75000,https://ted.com/talks/neha_narula_the_future_of_money
2815,A new way to heal hearts without surgery,Franz Freudenthal,February 2016,1500000,47000,https://ted.com/talks/franz_freudenthal_a_new_way_to_heal_hearts_without_surgery
2816,Why helmets don't prevent concussions — and what might,David Camarillo,April 2016,1600000,48000,https://ted.com/talks/david_camarillo_why_helmets_don_t_prevent_concussions_and_what_might
2817,The new American Dream,Courtney E. Martin,February 2016,2900000,87000,https://ted.com/talks/courtney_e_martin_the_new_american_dream
2818,One of the most difficult words to translate...,Krystian Aparta,September 2016,1900000,59000,https://ted.com/talks/krystian_aparta_one_of_the_most_difficult_words_to_translate
2819,Let's teach for mastery — not test scores,Sal Khan,November 2015,4400000,132000,https://ted.com/talks/sal_khan_let_s_teach_for_mastery_not_test_scores
2820,The risky politics of progress,Jonathan Tepperman,June 2016,1000000,30000,https://ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress
2821,Why you should talk to strangers,Kio Stark,February 2016,3200000,96000,https://ted.com/talks/kio_stark_why_you_should_talk_to_strangers
2822,Bring on the female superheroes!,Christopher Bell,October 2015,1300000,39000,https://ted.com/talks/christopher_bell_bring_on_the_female_superheroes
2823,The paradox of value,Akshita Agarwal,August 2016,2200000,68000,https://ted.com/talks/akshita_agarwal_the_paradox_of_value
